"Company","booking_date","amount","balance","tags"
"1","8/10/2019 00:00:00+00","3750","1477847.56","[revenue, chargeback, sales]"
"1","8/10/2019 00:00:00+00","-4","1477843.56","[expenditure]"
"1","8/10/2019 00:00:00+00","-4","1477839.56","[expenditure]"
"1","8/10/2019 00:00:00+00","-4","1477835.56","[expenditure]"
"1","8/10/2019 00:00:00+00","110.6","1477946.16","[revenue]"
"1","9/10/2019 00:00:00+00","-2715.8","1475230.36","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-665.7","1474564.66","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-2558.33","1500510.06","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-2141","1498369.06","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-1816.5","1496552.56","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-510.3","1496042.26","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-3110","1492932.26","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-2121.9","1490810.36","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-913.01","1489897.35","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-2240.4","1487656.95","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-7660","1479996.95","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-2121.51","1477875.44","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-729.9","1477145.54","[expenditure, material-supply]"
"1","9/10/2019 00:00:00+00","-20542.13","1456603.41","[expenditure, tax]"
"1","9/10/2019 00:00:00+00","30","1456633.41","[revenue]"
"1","9/10/2019 00:00:00+00","7000.14","1463633.55","[revenue, sales]"
"1","9/10/2019 00:00:00+00","1409.55","1475974.21","[revenue, sales]"
"1","9/10/2019 00:00:00+00","4080","1467713.55","[revenue, sales]"
"1","9/10/2019 00:00:00+00","5670.17","1481644.38","[revenue, sales]"
"1","9/10/2019 00:00:00+00","1744.04","1483388.42","[revenue, sales]"
"1","9/10/2019 00:00:00+00","1447.53","1484835.95","[revenue, sales]"
"1","9/10/2019 00:00:00+00","47.01","1467760.56","[revenue, sales]"
"1","9/10/2019 00:00:00+00","500","1468260.56","[revenue]"
"1","9/10/2019 00:00:00+00","100","1468360.56","[revenue]"
"1","9/10/2019 00:00:00+00","-4","1468356.56","[expenditure]"
"1","10/10/2019 00:00:00+00","-989.03","1467367.53","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-409.35","1484426.6","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-11.92","1484414.68","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-228.48","1484186.2","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-38.9","1484147.3","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-927.91","1483219.39","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-1340.83","1481878.56","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-595","1481283.56","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-187.06","1481096.5","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-236.11","1480860.39","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-114.49","1480745.9","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-3693.39","1477052.51","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-10.59","1477041.92","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-1135","1475906.92","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-2800","1473106.92","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-2974.63","1470132.29","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-20000","1450132.29","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-909","1449223.29","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-762.92","1448460.37","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-850","1466517.53","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-2770","1463747.53","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-2400","1461347.53","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-2019.3","1446441.07","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-4130","1442311.07","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-2116.4","1440194.67","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-996","1439198.67","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-9004.98","1430193.69","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-3429.39","1426764.3","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-3750","1423014.3","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-1171.14","1421843.16","[expenditure, salary, material-supply]"
"1","10/10/2019 00:00:00+00","-30","1421813.16","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-4501.01","1417312.15","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-861","1416451.15","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","3343.68","1419794.83","[revenue]"
"1","10/10/2019 00:00:00+00","140","1419934.83","[revenue, sales]"
"1","10/10/2019 00:00:00+00","2761.96","1422696.79","[revenue, sales]"
"1","10/10/2019 00:00:00+00","1038.12","1423734.91","[revenue, sales]"
"1","10/10/2019 00:00:00+00","1580.98","1425315.89","[revenue, sales]"
"1","10/10/2019 00:00:00+00","140","1425455.89","[revenue, sales]"
"1","10/10/2019 00:00:00+00","4486.05","1429941.94","[revenue, sales]"
"1","10/10/2019 00:00:00+00","-3","1429938.94","[expenditure]"
"1","10/10/2019 00:00:00+00","-4","1429934.94","[expenditure]"
"1","10/10/2019 00:00:00+00","-4","1429930.94","[expenditure]"
"1","10/10/2019 00:00:00+00","-233.24","1429697.7","[expenditure, material-supply]"
"1","10/10/2019 00:00:00+00","-63.72","1429633.98","[expenditure]"
"1","11/10/2019 00:00:00+00","-2900.02","1426733.96","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-1678.3","1425055.66","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-1874.5","1423181.16","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-1939.5","1421241.66","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-2187.39","1459160.14","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-0.2","1421241.46","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-0.23","1421241.23","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","30","1421271.23","[revenue]"
"1","11/10/2019 00:00:00+00","2000","1423271.23","[revenue, sales]"
"1","11/10/2019 00:00:00+00","100","1423371.23","[revenue]"
"1","11/10/2019 00:00:00+00","100","1423471.23","[revenue]"
"1","11/10/2019 00:00:00+00","100","1423571.23","[revenue, sales]"
"1","11/10/2019 00:00:00+00","3537.8","1427109.03","[revenue, sales]"
"1","11/10/2019 00:00:00+00","4450","1431559.03","[revenue, sales]"
"1","11/10/2019 00:00:00+00","3751","1435310.03","[revenue, sales]"
"1","11/10/2019 00:00:00+00","-20.2","1435289.83","[expenditure]"
"1","11/10/2019 00:00:00+00","-17.06","1435272.77","[expenditure]"
"1","11/10/2019 00:00:00+00","-13210.12","1422062.65","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-633.6","1421429.05","[expenditure, material-supply]"
"1","11/10/2019 00:00:00+00","-17064.29","1404364.76","[expenditure]"
"1","14/10/2019 00:00:00+00","-1400.9","1402963.86","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-1186.1","1401777.76","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-1092.01","1400685.75","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-5250","1395435.75","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-5080","1390355.75","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-2099.99","1388255.76","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-6620","1381635.76","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-5500","1376135.76","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-4310","1371825.76","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-809.8","1371015.96","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-10523","1360492.96","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-8386.97","1352105.99","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-8250","1343855.99","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-5440","1338415.99","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-2400","1336015.99","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-4200","1331815.99","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-3658.99","1328157","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-4500","1323657","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-1322.1","1322334.9","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-5100","1317234.9","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-1386.6","1315848.3","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-7030","1308818.3","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","170","1308988.3","[revenue]"
"1","14/10/2019 00:00:00+00","17380","1476540.14","[revenue, sales]"
"1","14/10/2019 00:00:00+00","100","1476640.14","[revenue]"
"1","14/10/2019 00:00:00+00","30000","1506640.14","[revenue, sales]"
"1","14/10/2019 00:00:00+00","6790","1513430.14","[revenue, sales]"
"1","14/10/2019 00:00:00+00","3761.98","1517192.12","[revenue, sales]"
"1","14/10/2019 00:00:00+00","440","1517632.12","[revenue]"
"1","14/10/2019 00:00:00+00","9440","1527072.12","[revenue, sales]"
"1","14/10/2019 00:00:00+00","6610.36","1533682.48","[revenue, sales]"
"1","14/10/2019 00:00:00+00","5440","1539122.48","[revenue]"
"1","14/10/2019 00:00:00+00","6080","1315068.3","[revenue, sales]"
"1","14/10/2019 00:00:00+00","100","1315168.3","[revenue]"
"1","14/10/2019 00:00:00+00","-3","1315165.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-4","1315161.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-4","1315157.3","[expenditure, credit-card]"
"1","14/10/2019 00:00:00+00","-29","1315128.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1315109.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-4","1315105.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1315086.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1315067.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1315048.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1315029.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1315010.3","[expenditure]"
"1","14/10/2019 00:00:00+00","-29.63","1314980.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314961.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314942.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314923.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314904.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314885.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314866.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314847.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314828.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314809.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314790.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314771.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314752.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-19","1314733.67","[expenditure]"
"1","14/10/2019 00:00:00+00","-24999.92","1289733.75","[expenditure, material-supply]"
"1","14/10/2019 00:00:00+00","-8416.7","1281317.05","[expenditure]"
"1","15/10/2019 00:00:00+00","-3118.8","1278198.25","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-755.7","1277442.55","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-2150","1275292.55","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-778","1274514.55","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-1573.5","1272941.05","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-6680","1266261.05","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-11979.29","1254281.76","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-7300","1246981.76","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-6180","1240801.76","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-693","1240108.76","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-1017.5","1239091.26","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-62.74","1239028.52","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-977.59","1238050.93","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-743.51","1237307.42","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-8092","1229215.42","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-154.57","1229060.85","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-321.97","1538800.51","[expenditure, administration, material-supply]"
"1","15/10/2019 00:00:00+00","-139.7","1538660.81","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-140","1538520.81","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-280","1538240.81","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-41","1538199.81","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-0.15","1538199.66","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","-0.06","1538199.6","[expenditure, material-supply]"
"1","15/10/2019 00:00:00+00","100","1538299.6","[revenue]"
"1","15/10/2019 00:00:00+00","100","1538399.6","[revenue, sales]"
"1","15/10/2019 00:00:00+00","1314.31","1539713.91","[revenue, sales]"
"1","15/10/2019 00:00:00+00","2181","1231241.85","[revenue, sales]"
"1","15/10/2019 00:00:00+00","2314.33","1233556.18","[revenue, sales]"
"1","15/10/2019 00:00:00+00","4847.72","1238403.9","[revenue, sales]"
"1","15/10/2019 00:00:00+00","17319.15","1255723.05","[revenue, sales]"
"1","15/10/2019 00:00:00+00","0.53","1255723.58","[revenue, sales]"
"1","15/10/2019 00:00:00+00","1620","1257343.58","[revenue]"
"1","15/10/2019 00:00:00+00","100","1257443.58","[revenue]"
"1","15/10/2019 00:00:00+00","100","1257543.58","[revenue]"
"1","15/10/2019 00:00:00+00","33626.18","1291169.76","[revenue, sales]"
"1","15/10/2019 00:00:00+00","-13.38","1291156.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-19","1291137.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-19","1291118.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-19","1291099.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-19","1291080.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-19","1291061.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-19","1291042.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-29","1291013.38","[expenditure]"
"1","15/10/2019 00:00:00+00","-1154.78","1289858.6","[expenditure, administration, material-supply]"
"1","15/10/2019 00:00:00+00","-25123.37","1264735.23","[expenditure, credit-card, credit, material-supply]"
"1","15/10/2019 00:00:00+00","-4310","1260425.23","[expenditure]"
"1","16/10/2019 00:00:00+00","-4050","1256375.23","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-724.5","1538989.41","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-2991.6","1535997.81","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-4369.16","1531628.65","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-1105","1530523.65","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-10300","1520223.65","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-1344.5","1255030.73","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-4110","1250920.73","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-2500","1248420.73","[expenditure, material-supply]"
"1","16/10/2019 00:00:00+00","-26.9","1248393.83","[expenditure]"
"1","16/10/2019 00:00:00+00","7976.26","1256370.09","[revenue, sales]"
"1","16/10/2019 00:00:00+00","100","1256470.09","[revenue, sales]"
"1","16/10/2019 00:00:00+00","100","1256570.09","[revenue]"
"1","16/10/2019 00:00:00+00","5340","1261910.09","[revenue]"
"1","16/10/2019 00:00:00+00","4942.96","1266853.05","[revenue, sales]"
"1","16/10/2019 00:00:00+00","3450","1270303.05","[revenue, sales]"
"1","16/10/2019 00:00:00+00","2524.49","1272827.54","[revenue, sales]"
"1","16/10/2019 00:00:00+00","1810.19","1274637.73","[revenue, sales]"
"1","16/10/2019 00:00:00+00","1764.05","1276401.78","[revenue, sales]"
"1","16/10/2019 00:00:00+00","2350","1278751.78","[revenue]"
"1","16/10/2019 00:00:00+00","-4","1278747.78","[expenditure, credit-card]"
"1","16/10/2019 00:00:00+00","-34.64","1278713.14","[expenditure]"
"1","16/10/2019 00:00:00+00","-28.65","1278684.49","[expenditure]"
"1","16/10/2019 00:00:00+00","17064.29","1295748.78","[revenue]"
"1","17/10/2019 00:00:00+00","-4650","1291098.78","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-0.16","1291098.62","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-2250","1288848.62","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-17145.61","1271703.01","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-12300","1259403.01","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-2781","1256622.01","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-825.5","1255796.51","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-3800","1251996.51","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-6600","1245396.51","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-3500","1241896.51","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-500","1241396.51","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-1939.39","1239457.12","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-6600","1232857.12","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-1752","1231105.12","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-4100","1227005.12","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-14300","1212705.12","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-3965.31","1208739.81","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-12562.35","1196177.46","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-2902","1193275.46","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-267.26","1193008.2","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-297.5","1192710.7","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-19.85","1192690.85","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-315","1192375.85","[expenditure]"
"1","17/10/2019 00:00:00+00","3457.21","1195833.06","[revenue, sales]"
"1","17/10/2019 00:00:00+00","1742.89","1197575.95","[revenue, sales]"
"1","17/10/2019 00:00:00+00","1380.98","1198956.93","[revenue, sales]"
"1","17/10/2019 00:00:00+00","2371.48","1201328.41","[revenue, sales]"
"1","17/10/2019 00:00:00+00","3504.83","1204833.24","[revenue, sales]"
"1","17/10/2019 00:00:00+00","50","1204883.24","[revenue]"
"1","17/10/2019 00:00:00+00","100","1204983.24","[revenue]"
"1","17/10/2019 00:00:00+00","3650","1208633.24","[revenue, sales]"
"1","17/10/2019 00:00:00+00","100","1520323.65","[revenue, sales]"
"1","17/10/2019 00:00:00+00","100","1520423.65","[revenue]"
"1","17/10/2019 00:00:00+00","85","1520508.65","[revenue, sales]"
"1","17/10/2019 00:00:00+00","-6050","1514458.65","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-3435","1511023.65","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","112.29","1511135.94","[revenue]"
"1","17/10/2019 00:00:00+00","-4","1511131.94","[expenditure, material-supply]"
"1","17/10/2019 00:00:00+00","-4","1511127.94","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-0.12","1511127.82","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-0.06","1511127.76","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-2349.99","1508777.77","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-5053.5","1503724.27","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-2390.9","1501333.37","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-7850","1493483.37","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-14270","1479213.37","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-6086.96","1202546.28","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-85","1202461.28","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-1907","1200554.28","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-664","1199890.28","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-6080","1193810.28","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-2092.2","1191718.08","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-739.55","1190978.53","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-660","1190318.53","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-1114.5","1189204.03","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-15","1189189.03","[expenditure]"
"1","18/10/2019 00:00:00+00","-86.44","1189102.59","[expenditure]"
"1","18/10/2019 00:00:00+00","100","1189202.59","[revenue]"
"1","18/10/2019 00:00:00+00","6090","1485303.37","[revenue]"
"1","18/10/2019 00:00:00+00","110","1485413.37","[revenue]"
"1","18/10/2019 00:00:00+00","1190.5","1486603.87","[revenue, sales]"
"1","18/10/2019 00:00:00+00","1695.27","1190897.86","[revenue, sales]"
"1","18/10/2019 00:00:00+00","1419.08","1192316.94","[revenue, sales]"
"1","18/10/2019 00:00:00+00","100","1486703.87","[revenue, sales]"
"1","18/10/2019 00:00:00+00","1550.82","1488254.69","[revenue, sales]"
"1","18/10/2019 00:00:00+00","12842.7","1205159.64","[revenue, sales]"
"1","18/10/2019 00:00:00+00","2273.3","1207432.94","[revenue, sales]"
"1","18/10/2019 00:00:00+00","11849.77","1219282.71","[revenue, sales]"
"1","18/10/2019 00:00:00+00","0.4","1219283.11","[revenue, sales]"
"1","18/10/2019 00:00:00+00","0.1","1219283.21","[revenue, sales]"
"1","18/10/2019 00:00:00+00","0.54","1219283.75","[revenue, sales]"
"1","18/10/2019 00:00:00+00","1760","1221043.75","[revenue]"
"1","18/10/2019 00:00:00+00","5850","1226893.75","[revenue]"
"1","18/10/2019 00:00:00+00","100","1226993.75","[revenue]"
"1","18/10/2019 00:00:00+00","30","1227023.75","[revenue]"
"1","18/10/2019 00:00:00+00","4905.49","1231929.24","[revenue, sales]"
"1","18/10/2019 00:00:00+00","-4","1231925.24","[expenditure]"
"1","18/10/2019 00:00:00+00","-547.19","1231378.05","[expenditure, material-supply]"
"1","18/10/2019 00:00:00+00","-2.66","1231375.39","[expenditure]"
"1","18/10/2019 00:00:00+00","-1.73","1231373.66","[expenditure]"
"1","21/10/2019 00:00:00+00","-0.2","1231373.46","[expenditure, material-supply]"
"1","21/10/2019 00:00:00+00","40000","1271373.46","[revenue, sales]"
"1","21/10/2019 00:00:00+00","3228.64","1274602.1","[revenue, sales]"
"1","21/10/2019 00:00:00+00","4840","1493094.69","[revenue]"
"1","21/10/2019 00:00:00+00","100","1493194.69","[revenue, sales]"
"1","21/10/2019 00:00:00+00","3600","1496794.69","[revenue, sales]"
"1","21/10/2019 00:00:00+00","14130","1510924.69","[revenue, sales]"
"1","21/10/2019 00:00:00+00","2500","1513424.69","[revenue]"
"1","21/10/2019 00:00:00+00","4010","1517434.69","[revenue]"
"1","21/10/2019 00:00:00+00","7500","1524934.69","[revenue]"
"1","21/10/2019 00:00:00+00","8300","1533234.69","[revenue]"
"1","21/10/2019 00:00:00+00","85","1274687.1","[revenue, sales]"
"1","21/10/2019 00:00:00+00","2200","1276887.1","[revenue]"
"1","21/10/2019 00:00:00+00","100","1276987.1","[revenue]"
"1","21/10/2019 00:00:00+00","-24.43","1276962.67","[expenditure, credit-card]"
"1","21/10/2019 00:00:00+00","-57","1276905.67","[expenditure, material-supply]"
"1","21/10/2019 00:00:00+00","-147.6","1276758.07","[expenditure]"
"1","21/10/2019 00:00:00+00","-3","1276755.07","[expenditure]"
"1","22/10/2019 00:00:00+00","-2650.49","1274104.58","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-5020.52","1528214.17","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-1236.9","1526977.27","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-25500","1501477.27","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-8440","1493037.27","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-621","1273483.58","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-9000","1264483.58","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-1891.5","1262592.08","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-1338.5","1261253.58","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-5612.8","1255640.78","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-1962","1253678.78","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-5446.18","1248232.6","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-8.81","1248223.79","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-89.36","1248134.43","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-538.59","1247595.84","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-130.66","1492906.61","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-126.02","1492780.59","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-178.5","1492602.09","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-79.61","1492522.48","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-49.66","1492472.82","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-306.43","1492166.39","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-0.36","1492166.03","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-0.13","1247595.71","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-2619.55","1244976.16","[expenditure]"
"1","22/10/2019 00:00:00+00","-1339.51","1243636.65","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-1106.07","1242530.58","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-1297.5","1241233.08","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-418.49","1240814.59","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","-10860","1481306.03","[expenditure, material-supply]"
"1","22/10/2019 00:00:00+00","1503.98","1482810.01","[revenue, sales]"
"1","22/10/2019 00:00:00+00","8400","1491210.01","[revenue]"
"1","22/10/2019 00:00:00+00","5500","1496710.01","[revenue]"
